#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
3333,-952580.837491503,186727.29269041645,-765853.5448010865,298.29827318783055,721.2526083777532,0
6666,-951397.1805084413,186678.14825062343,-764719.0322578179,298.219764570714,721.6859637111805,90.4
9999,-952384.131389942,185645.82445754966,-766738.3069323923,296.5706194435731,721.3494889143091,86.8
13332,-952267.3512565121,187578.7383778317,-764688.6128786805,299.6584641626458,719.2328924044748,86.6
16665,-951753.458211597,185739.95990323042,-766013.4983083666,296.7210015354877,722.9548853144142,87.6
19998,-954802.6066510687,186836.9418648493,-767965.6647862194,298.47343857966223,719.7440913530336,87.5
23331,-951521.1564103514,186674.1335977816,-764847.0228125697,298.2133511322021,722.514331109098,88.2
26664,-950742.9313242491,188190.08158337203,-762552.849740877,300.6350895927598,721.8575815780428,88.9
29997,-952279.887081557,186147.74121860252,-766132.1458629544,297.3724352946406,722.1386038733682,89.2
33330,-954204.3671881836,186515.29847370833,-767689.0687144753,297.9596108109563,720.8372146003572,88.9
36663,-953237.221400491,186966.57029741092,-766270.65110308,298.6805209886237,719.3188270899997,89.1
39996,-953585.4224144854,186629.46648420335,-766955.955930282,298.14199507783695,720.5557001801266,89.1
43329,-952987.0894631669,187359.37793812164,-765627.7115250452,299.30803418838536,720.6697671015053,88.9
46662,-951878.9810607461,187234.3586987077,-764644.6223620384,299.1083150006056,721.2329131691359,89.1
49995,-950178.3111248324,187660.4623941842,-762517.8487306482,299.78901890161666,721.6680238268149,89.2
53328,-953492.3300336115,186584.60977457196,-766907.7202590395,298.07033614233194,719.8502031397329,89.1
56661,-952911.0198939769,186098.65750568244,-766812.3623882944,297.2940236891664,722.2578823655746,89.3
59994,-954200.7538686823,187801.3973076375,-766399.3565610448,300.0141634999732,721.9163258602225,89.3
63327,-954906.2765264306,186185.19657984085,-768721.0799465898,297.43227051967943,721.81014817577,89.3
66660,-952601.8339899005,185490.22794960026,-767111.6060403003,296.3220528362678,721.253088750206,89.3
69993,-953224.0294707315,188005.35503349965,-765218.6744372318,300.33998752147215,719.8229504072999,89.3
73326,-951061.2104443433,186553.6048975351,-764507.6055468082,298.0208056149664,723.4718271392186,89.5
76659,-952986.1004828252,186400.35526416753,-766585.7452186577,297.7759881576919,719.881573406576,89.3
79992,-952549.5124822371,186022.81011979433,-766526.7023624427,297.17285691215034,719.927769332597,89.4
83325,-953047.2794122854,186389.65626991808,-766657.6231423673,297.75889643283756,720.6779920500836,89.4
86658,-953483.8958203252,186776.73146219153,-766707.1643581337,298.3772520025317,721.5877280717888,89.5
89991,-953290.7313372353,185940.7341392507,-767349.9971979846,297.0417399077017,719.9661990897279,89.5
93324,-954253.4159842441,186063.09007327812,-768190.3259109659,297.2372044448285,718.7128667780784,89.5
96657,-951618.630911842,185788.20805719087,-765830.4228546511,296.7980783291558,721.8988655984973,89.5
99990,-953843.3580405917,187047.2287753135,-766796.1292652782,298.8093735217999,719.5390402591067,89.4
103323,-953854.1613451587,186480.28375670957,-767373.8775884492,297.9036745336912,721.8946831006853,89.5
106656,-952279.9713112796,187755.53831755737,-764524.4329937221,299.9409034138126,720.7886929396595,89.5
109989,-952840.2856783001,185366.53093308583,-767473.7547452142,296.12444590964714,720.0613064632628,89.5
113322,-951937.7853680225,188331.7060352557,-763606.0793327668,300.86133573401406,721.2597590808384,89.4
116655,-952486.5397793725,186247.19572991657,-766239.344049456,297.5313146344429,720.4711796261856,89.5
119988,-954058.6388583854,185142.79999021487,-768915.8388681705,295.767034023278,720.7314893636825,89.5
123321,-953657.1881462401,185883.64971841383,-767773.5384278262,296.95054711035425,720.86174926931,89.5
126654,-953135.6381989792,186006.3600718108,-767129.2781271684,297.146577835125,720.7658283864168,89.5
129987,-951419.758925748,186388.78281080863,-765030.9761149394,297.7575010752533,721.3319884613252,89.6
133320,-954087.9917695122,187081.44875256484,-767006.5430169473,298.8640401962615,719.8964310540271,89.6
136653,-951646.0668384358,185898.44934186438,-765747.6174965715,296.97418962160964,721.9076714644302,89.5
139986,-953970.2486473592,185211.50068028911,-768758.7479670701,295.8767838992639,720.1347441156776,89.6
143319,-953500.7659584507,187215.109125386,-766285.6568330647,299.0775636605164,722.2240330897044,89.6
146652,-951848.1232333435,187342.49736671243,-764505.625866631,299.2810673469063,719.6735263484665,89.6
149985,-951478.4563560551,184968.90256584983,-766509.5537902053,295.48923156252096,721.6480776734004,89.6
153318,-954522.5515588783,185956.33405171073,-768566.2175071675,297.0666608867491,720.0591350614359,89.6
156651,-954004.9094156735,186123.16208651062,-767881.7473291629,297.3331699437975,721.757543576189,89.6
159984,-954038.2924577324,186522.54545314203,-767515.7470045903,297.97118791583335,720.1629440169002,89.6
163317,-954459.7701988714,186078.94205025223,-768380.8281486192,297.2625280988582,719.8242173449477,89.7
166650,-953167.4599088822,185419.8840175268,-767747.5758913553,296.2096778686644,721.0643805252893,89.7
169983,-952674.5135663263,187948.3353094554,-764726.178256871,300.2488980777439,722.1212096462878,89.7
173316,-953259.7566958247,186233.28661935637,-767026.4700764683,297.5090947243167,721.7441796183291,89.7
176649,-952067.5486480994,187670.17005911958,-764397.3785889798,299.8045269703365,721.5667433037103,89.7
179982,-953449.0794561636,186316.67596048128,-767132.4034956823,297.6423098323035,721.116549996754,89.7
183315,-951997.2058052281,185581.62006967337,-766415.5857355547,296.4680524446163,720.9621216035823,89.7
186648,-952262.8955001319,187081.91204236474,-765180.9834577672,298.8647803052478,719.7387840999462,89.7
189981,-953641.0689102774,185469.79076086276,-768171.2781494147,296.2894042715006,717.061176082052,89.7
193314,-953142.9919717908,185020.7523224657,-768122.2396493251,295.57206194388016,720.2724448741552,89.7
196647,-953702.2612857455,186126.49200445763,-767575.7692812879,297.3384895130963,719.962105227582,89.7
199980,-953099.6208210113,186393.91937016067,-766705.7014508506,297.7657067679657,719.0938311805089,89.7
203313,-952580.644620209,186498.55791624315,-766082.0867039659,297.9328676428199,720.6964547089771,89.6
206646,-951563.125449691,185165.77249175904,-766397.3529579319,295.8037327695764,720.5963633124295,89.7
209979,-954767.8198877648,186632.57107484812,-768135.2488129167,298.1469546850531,719.6125246233261,89.7
213312,-951423.4642169615,186981.70839177957,-764441.755825182,298.7047042097504,721.6469980827563,89.7
216645,-952729.306647405,187975.28011438734,-764754.0265330176,300.2919426089786,720.6400217419705,89.6
219978,-953488.3178578047,185741.50173718034,-767746.8161206243,296.72346462697357,720.946762221945,89.7
223311,-952853.98461188,186303.55614735733,-766550.4284645227,297.62135083084723,719.4876286571837,89.7
226644,-952103.8366374429,186382.49346589902,-765721.3431715439,297.7474537988268,719.8834655953299,89.6
229977,-954242.7290059216,186391.3908751596,-767851.3381307621,297.7616674779309,720.6506551682953,89.6
233310,-951790.7369649932,186018.9810362807,-765771.7559287124,297.1667399220545,719.6579924929727,89.7
236643,-951063.3371179653,187488.365968676,-763574.9711492893,299.5140935502594,721.8018230817183,89.7
239976,-952310.3262596307,185800.30845271907,-766510.0178069116,296.8174088032335,718.7932091923832,89.7
243309,-953087.3971084151,186217.6313040118,-766869.7658044033,297.48408523873906,721.5875511991986,89.7
246642,-954373.1522516953,188554.06383056118,-765819.088421134,301.2165540066822,718.000279453732,89.7
249975,-953340.877995952,185582.7485826398,-767758.1294133123,296.469855252681,719.7411753734498,89.7
253308,-953995.6394559145,187150.1993835196,-766845.4400723949,298.9738698531846,719.9104146242742,89.7
256641,-952711.2326231217,185823.7336690295,-766887.4989540922,296.85483076482126,719.829351865548,89.7
